fare_amount,hour,day,month,year,dayofweek,distance_km
4.9,9,7,1,2011,4,0.9651090362726956
7.3,19,29,4,2010,3,2.6317443990227276
4.5,18,12,6,2009,4,0.8953461494276699
10.5,23,25,4,2012,2,4.129176190388097
5.7,23,18,8,2009,1,1.317303110986334
2.9,22,27,3,2009,4,0.5930452846860929
6.9,11,1,5,2011,6,1.9902043832620713
11.5,19,26,9,2014,4,1.8506214255442166
10.5,10,12,7,2013,4,2.1710073782103465
7.7,20,30,1,2010,5,3.8125244539685563
13.5,11,4,5,2015,0,1.2945605842116654
13.0,23,1,12,2012,5,3.319115205533599
6.9,12,2,4,2010,4,2.313415468500203
4.5,22,20,12,2011,1,0.944831432991578
4.0,17,16,11,2014,6,0.7585647572274267
13.5,19,8,6,2013,5,3.012728585639751
4.0,20,14,11,2013,3,0.6737278322843818
11.3,21,18,12,2009,4,3.4583005303640686
14.1,20,5,11,2009,3,4.592973102416146
4.9,6,23,4,2009,3,1.0994444920779411
14.5,10,11,2,2013,0,1.839765281767154
5.9,18,1,4,2009,2,0.9524121313501646
10.0,15,19,4,2014,5,1.5251824672791896
5.7,20,22,6,2011,2,1.165034020927582
6.9,11,3,10,2009,5,2.285162033972599
8.5,0,16,1,2011,6,1.4267448109398648
8.1,1,25,11,2011,4,2.5291248287827788
9.5,10,11,6,2015,3,1.929943825615972
4.9,7,14,11,2011,0,1.095980107768637
5.0,8,26,3,2013,1,0.8753790244547691
12.9,10,23,7,2009,3,3.2021855375523103
5.7,8,3,9,2010,4,1.7732079475616043
4.1,16,1,4,2012,6,0.5833466087319178
5.3,18,1,4,2010,3,0.36499818173336535
14.0,17,21,2,2015,5,3.795591908146906
11.3,10,24,4,2012,1,4.619408091922045
9.0,10,21,6,2015,6,2.4365368371377483
7.7,18,23,5,2011,0,2.028435883512092
10.0,0,8,2,2013,4,2.6809754418077376
4.9,10,1,12,2010,2,0.9489420728403035
5.3,0,2,4,2012,0,1.4514989743900728
8.1,22,2,5,2011,0,2.4410651042236577
5.5,21,19,1,2013,5,1.114163615134576
5.3,20,14,8,2009,4,1.0669810709462657
14.0,14,14,5,2014,2,3.0554285561585433
8.1,17,7,4,2010,2,2.537877870394429
8.5,13,5,9,2013,3,0.8610110738737222
8.0,15,24,10,2013,3,1.1714669783963325
3.3,19,14,10,2009,2,0.4457120062351748
4.5,7,14,11,2012,2,0.6787610818058677
9.3,10,1,4,2009,2,3.173243972631012
5.3,12,22,10,2011,5,0.9333473829380926
15.5,1,24,2,2015,1,5.513954060485041
16.0,8,5,1,2015,0,4.915558876729992
7.5,16,9,1,2015,4,1.131013413633708
13.7,19,14,3,2010,6,4.206510431920451
8.5,17,6,3,2013,2,2.2256998044164056
11.3,18,16,9,2010,3,3.7103524017341734
7.7,20,12,1,2011,2,2.802414127332461
8.5,17,30,12,2012,6,1.6740743714132529
14.5,8,30,5,2013,3,4.4123751138015095
7.0,13,2,10,2014,3,1.4806369698936916
5.3,9,3,6,2009,2,1.016817067764326
6.1,20,9,7,2011,5,1.049715531246837
5.7,21,30,9,2009,2,1.0810977926074663
14.5,3,29,9,2012,5,4.590275436983314
6.9,20,10,6,2010,3,1.0930615045789487
6.5,15,10,1,2015,5,2.011354110687638
7.7,2,6,7,2012,4,2.7957165054157174
6.0,13,21,3,2015,5,0.9481439712897574
10.5,9,29,10,2010,4,3.288807450788985
12.5,12,21,11,2014,4,2.348806372591539
11.0,22,29,3,2013,4,2.5686977712736985
4.1,7,26,10,2009,0,0.8823614813162126
6.5,8,6,5,2015,2,0.8194607918933284
4.9,12,17,5,2009,6,1.0818273164524426
4.9,15,28,2,2009,5,0.970065440425551
7.0,14,8,5,2015,4,1.2298647739923547
4.9,10,17,2,2009,1,1.1546703803224234
11.3,15,26,7,2012,3,3.5830484442792785
14.0,15,28,9,2013,5,1.9153031315830804
7.3,19,12,11,2009,3,1.0917752768203108
4.5,22,29,9,2011,3,1.003542351248467
11.0,3,17,2,2015,1,3.7885025541251443
6.9,2,12,3,2011,5,2.029270057794865
6.1,7,18,5,2011,2,0.7340223410257259
13.3,22,8,7,2011,4,5.245217770022735
7.5,11,30,12,2013,0,2.0494157895626604
15.0,3,30,4,2015,3,4.18848155566699
13.7,17,31,3,2010,2,4.080848931323438
7.7,11,20,11,2009,4,2.1752809365320505
11.0,3,26,6,2015,4,2.8269656033913786
16.0,19,16,12,2014,1,4.7164449542370255
3.7,3,21,1,2012,5,0.7302084003382583
5.7,6,7,4,2011,3,1.2815267931277359
4.1,6,31,7,2011,6,0.410007005025999
7.7,12,28,4,2011,3,1.1948327208603744
8.0,11,28,6,2014,5,1.7642195924187185
6.5,21,9,4,2014,2,0.8710172048901472
7.5,14,27,5,2013,0,1.9778459682362244
5.5,8,23,2,2015,0,0.8112365569983743
9.5,19,24,2,2015,1,1.9185708526308338
15.0,15,18,10,2014,5,5.4098261792458
6.9,8,14,1,2011,4,1.5613925702015403
3.7,23,7,8,2011,6,0.8136025934147867
8.9,19,27,7,2011,2,2.9908913879997434
6.5,20,8,6,2014,6,1.3224492911510615
15.7,21,23,12,2009,2,5.62167525709435
7.0,2,9,5,2015,5,2.1917284595190654
11.0,13,11,11,2013,0,1.1782082997346728
5.3,6,21,7,2011,3,2.401706526233554
8.0,21,21,11,2012,2,1.7886211953807172
7.5,11,13,9,2013,4,1.3095804374518338
6.1,17,13,2,2011,6,1.8837627531359273
13.7,16,21,4,2011,3,4.033425033130162
7.7,21,15,7,2010,3,0.8466419752292009
10.1,12,17,2,2009,1,2.3263835424004995
6.1,20,11,7,2009,5,2.2508836117677835
12.9,14,11,10,2011,1,3.6962777851416146
5.0,22,24,1,2009,5,0.9754162470998844
11.0,10,24,9,2013,1,1.742997252138659
7.5,21,28,12,2012,4,1.77391192978789
6.1,10,5,3,2011,5,1.8374669177103986
15.5,12,20,4,2015,0,2.8513918912417346
6.5,14,22,11,2011,1,1.1997307245805806
4.9,13,28,4,2010,2,0.4137984323680913
14.5,21,13,9,2011,1,3.713344944228556
11.3,21,27,11,2009,4,4.389313147531577
15.0,17,2,1,2015,4,4.040367614295375
10.5,18,5,1,2011,2,2.937575137659516
7.3,13,21,11,2009,5,2.9331403609192086
4.9,16,27,8,2012,0,0.8331001188693258
5.7,21,3,6,2009,2,1.8107891532335312
4.9,8,15,7,2009,2,0.6656246023683188
5.0,14,19,2,2013,1,0.7274816740089621
12.1,7,5,4,2012,3,3.459883878426351
14.1,18,10,12,2009,3,4.574113706066366
8.9,7,3,7,2012,1,2.4545607334817143
8.1,12,23,1,2012,0,0.9495571878560491
6.9,12,19,3,2011,5,1.2349229638284214
5.5,12,3,7,2013,2,0.7694620960686839
8.9,12,26,10,2011,2,1.8136195166865328
7.0,0,5,12,2014,4,1.2598914603451685
10.5,0,28,10,2013,0,4.552294020775067
4.9,15,7,3,2012,2,0.8401543509884329
5.0,13,12,8,2013,0,0.8539726025539703
4.5,2,3,7,2012,1,1.4407894931622403
8.5,11,19,7,2012,3,2.264346682215476
5.7,10,2,9,2009,2,1.4157526061221115
12.5,15,19,7,2013,4,2.556593880918315
7.7,16,28,3,2011,0,2.4017800102717133
5.7,8,17,2,2011,3,1.3445261050416495
6.9,21,7,5,2011,5,1.9612173284869592
6.9,17,17,4,2010,5,2.179977064401778
13.0,20,21,11,2014,4,2.276280916208487
9.5,8,14,10,2013,0,0.3232451556213815
6.1,6,4,2,2011,4,1.7194031752980994
10.9,9,18,5,2012,4,2.1223046860288672
8.5,14,10,7,2014,3,1.0312775974839892
7.7,0,28,6,2009,6,2.336343151736706
4.5,15,6,4,2009,0,0.7898234364217841
5.5,15,14,9,2012,4,0.6048030458162583
5.5,7,6,1,2015,1,0.8697419348434586
4.1,23,8,1,2012,6,0.6233513535958725
4.5,6,28,7,2009,1,0.5802839589597195
7.5,13,29,4,2014,1,1.3103344860531914
16.1,17,30,3,2012,4,4.652917868805788
14.5,14,19,10,2013,5,5.199336503649431
17.3,22,30,10,2010,5,5.146256937649075
10.5,16,14,12,2009,0,1.5033928719259493
9.7,10,10,6,2010,3,1.3350095772387307
10.5,18,26,4,2014,5,2.3245962885376446
15.3,22,3,3,2009,1,5.566992729819169
8.9,9,27,9,2011,1,3.0048019520737124
6.1,15,21,11,2009,5,1.4153309001549743
6.9,12,30,7,2011,5,1.8295084889122613
4.5,11,10,10,2009,5,0.9769438684076356
10.5,15,18,6,2014,2,2.847798297932496
6.9,19,3,5,2011,1,1.8182850694896697
5.3,22,5,5,2012,5,0.9246940898938557
4.1,8,4,2,2009,2,0.8114686184428789
4.1,11,17,6,2009,2,0.7566437917189921
7.0,9,7,12,2012,4,0.7088104082722287
15.5,18,7,11,2014,4,2.6770335798072082
7.0,10,18,4,2013,3,1.7691735445380394
6.5,21,6,3,2013,2,1.991795791345629
16.0,18,29,3,2015,6,5.134906888692099
11.3,20,23,2,2009,0,3.9099160279073444
3.5,11,4,9,2014,3,0.6697064702913182
10.1,17,22,9,2011,3,3.3154459318731653
4.9,19,1,5,2009,4,0.6522965829970135
12.9,12,12,2,2009,3,2.442926507380427
5.7,11,11,11,2009,2,1.0985502087568557
10.1,18,19,7,2010,0,3.4078525115098
11.3,8,16,2,2010,1,4.636800129613416
15.0,23,29,11,2014,5,3.85948849733525
11.0,23,11,10,2014,5,2.544239120570536
3.7,16,24,12,2009,3,0.47833136487795996
15.0,23,25,6,2015,3,3.8703205038258908
7.5,6,18,6,2015,3,2.465386928229758
6.0,3,16,3,2013,5,1.7924060249603342
7.7,13,4,1,2009,6,2.400563931641324
7.0,21,10,4,2015,4,1.5291832691034952
7.7,13,25,1,2012,2,1.3628035754087444
8.0,22,22,2,2014,5,2.796168768941565
12.9,22,7,4,2009,1,5.441021010012718
10.0,14,13,10,2014,0,1.028403303294586
6.5,8,27,2,2011,6,1.8326861017089644
10.5,16,30,4,2013,1,1.8225699427775477
8.0,9,5,6,2015,4,0.928034343565756
11.5,16,22,6,2014,6,3.908555670362552
17.0,15,30,6,2014,0,4.9919218762067255
3.7,20,17,1,2010,6,0.60478543849601
7.7,17,16,6,2009,1,2.4510801169474044
12.9,13,1,7,2011,4,4.787279581198894
6.0,22,12,8,2013,0,1.0134615746841422
6.9,20,24,3,2012,5,0.8074079720412767
6.9,17,18,7,2012,2,0.9922275267621538
10.5,7,11,9,2014,3,2.736442712758345
3.7,7,30,8,2010,0,0.8377043897649732
3.7,14,27,2,2011,6,0.5415096443814118
14.0,1,13,1,2013,6,5.006145919377224
6.9,10,20,7,2010,1,0.9783324216304721
12.0,20,7,10,2014,1,3.109578289230388
6.5,7,15,4,2011,4,1.33790178980711
6.1,19,28,8,2009,4,2.339588910345915
8.5,0,25,6,2010,4,2.850668808040594
9.3,9,6,1,2011,3,3.264469364551919
12.5,7,17,9,2013,1,3.9438614536385432
4.5,2,17,7,2011,6,0.9051164550430533
14.0,19,20,12,2012,3,3.5663037216416664
6.5,19,3,12,2010,4,1.9401424899843802
5.3,15,14,9,2011,2,1.8370795032971567
8.0,20,18,6,2015,3,3.4557364876826067
14.5,11,27,2,2014,3,5.108739134362669
10.0,6,19,12,2013,3,3.823735551464853
11.3,12,23,5,2010,6,2.2207401334062062
5.0,4,29,3,2015,6,1.0023631457240179
6.0,16,18,3,2015,2,1.3725197349841924
6.2,22,7,1,2009,2,1.9054480182460647
7.3,1,14,9,2011,2,1.9766148767390916
5.3,18,20,3,2011,6,0.6983019933570347
9.5,15,26,3,2013,1,2.7184070077109084
7.4,23,15,2,2009,6,0.9780394696958535
8.9,11,29,5,2009,4,2.0737799047809746
5.7,19,9,7,2010,4,0.33525635933587933
4.9,3,2,6,2011,3,1.173252104719108
6.5,10,1,5,2015,4,0.6048777599561979
14.0,23,11,2,2014,1,4.767878536149375
11.5,13,27,7,2013,5,4.170070052427605
14.1,21,10,11,2010,2,3.8731843192270974
8.9,14,23,7,2012,0,3.1691907040435607
10.5,19,13,12,2012,3,2.902410592553571
13.0,23,23,5,2015,5,4.421217169641244
8.0,22,27,3,2014,3,2.4024403782261556
8.5,7,10,5,2013,4,1.472814381494165
13.3,17,28,8,2012,1,2.8291344235676905
4.5,20,19,1,2013,5,0.8479339918770242
7.7,23,26,8,2010,3,1.9112638125366743
5.3,17,1,4,2011,4,0.7533511654584588
10.9,12,13,6,2012,2,1.6965915474962294
10.5,22,20,2,2015,4,2.2595117259883555
16.5,2,1,3,2014,5,5.644202659273971
5.3,21,24,11,2009,1,1.0695229120759966
3.0,21,25,3,2013,0,0.4934645303995475
8.5,8,5,10,2011,2,2.1675569589987798
13.3,13,17,12,2011,5,4.9878622915464605
11.0,14,15,12,2012,5,2.72675623723652
6.9,20,29,4,2012,6,2.2073161653797917
8.1,10,10,12,2009,3,1.0913732563705965
6.9,0,17,6,2009,2,3.10744527742718
6.9,23,25,6,2011,5,2.4140368207021656
14.0,8,28,9,2012,4,4.33775443790785
8.9,5,26,10,2010,1,3.1032571967094706
7.7,16,6,6,2012,2,1.4648274355272115
4.9,11,13,3,2012,1,1.432789243154346
4.9,13,5,7,2009,6,1.4429356361440593
4.9,14,6,10,2011,3,0.5968239278459117
4.0,7,17,6,2014,1,0.9562837925758445
13.7,0,25,2,2012,5,5.1868683703265575
6.0,17,14,2,2013,3,1.6314499080342757
10.0,17,4,10,2014,5,3.236190721750819
14.0,1,19,1,2014,6,3.0737416164977884
14.0,15,25,2,2013,0,3.934869500494796
4.1,2,3,9,2011,5,0.8444225006124374
3.7,19,16,6,2011,3,0.9865338466351872
4.9,8,23,11,2009,0,1.4117778756346013
5.7,12,19,7,2011,1,0.9886280259266039
5.7,12,12,9,2009,5,0.967809019148774
13.0,20,25,9,2012,1,5.6882026591856025
9.5,17,13,6,2015,5,2.1235367123553877
12.5,22,11,11,2014,1,2.90845228282356
10.9,6,25,11,2009,2,4.22063473252049
5.0,18,7,11,2012,2,0.919171666002157
8.9,19,13,9,2010,0,0.47177560418831277
6.0,10,27,5,2015,2,1.12072432223443
5.7,15,20,6,2012,2,1.3487358912456795
11.5,21,25,5,2013,5,3.6744928432810564
7.5,21,9,5,2015,5,2.32514402340205
8.1,8,3,8,2012,4,3.068010419858036
6.1,23,14,11,2009,5,1.164763707162441
4.9,18,14,8,2012,1,0.5349116189055734
4.9,21,15,4,2009,2,0.6594935259148699
4.9,18,12,4,2012,3,0.7606680903739179
7.7,11,26,4,2009,6,2.8948315581989927
8.1,10,2,11,2011,2,1.3060870804171776
4.5,12,7,1,2012,5,1.1124707364190567
7.3,15,22,1,2010,4,1.6344950562703873
15.7,15,11,12,2009,4,5.012435588683397
6.0,16,12,1,2015,0,1.4881663994162628
5.5,17,15,1,2014,2,1.0488083622063273
7.7,22,29,6,2009,0,3.1004471967967118
12.0,19,30,1,2014,3,2.054403017320625
11.5,13,24,7,2014,3,3.4151083466295833
16.9,22,24,1,2012,1,3.8011647031110454
5.3,11,18,5,2012,4,1.0405956952587374
7.5,23,16,2,2015,0,1.7247137094158609
4.5,10,12,10,2010,1,0.8610291629992293
10.5,18,4,11,2012,6,2.461658435065979
9.5,15,10,12,2012,0,1.233035776088123
4.6,1,2,4,2009,3,0.37285812872241114
10.5,14,13,4,2015,0,2.3443394500012085
7.3,9,27,3,2011,6,2.1777111812523264
5.3,10,19,11,2009,3,1.8133642561777912
17.0,14,20,2,2014,3,3.0005035476270567
7.0,13,22,10,2014,2,1.1620823433586465
5.5,17,10,2,2009,1,0.9653534008365564
8.1,18,27,3,2011,6,1.8248800400397134
10.9,18,10,12,2009,3,2.7162842878809914
4.5,20,2,6,2013,6,0.8323730813594776
5.5,23,21,12,2013,5,1.1077224976654116
6.5,17,27,1,2014,0,0.9001990883633866
6.1,13,23,4,2011,5,1.0850195947989039
5.7,18,30,5,2010,6,1.5637299803800755
13.5,10,5,12,2013,3,2.297775087109096
4.1,19,10,10,2011,0,0.9201783960823422
5.3,21,9,10,2010,5,0.895398550983732
9.5,1,21,3,2015,5,3.5225867648124405
6.9,12,30,12,2009,2,0.7980241711226328
13.0,21,22,5,2015,4,2.509178554881702
4.5,11,13,7,2013,5,1.1927056170724815
4.9,16,19,8,2009,2,1.1501272488057852
15.5,11,10,1,2014,4,4.158154816555213
4.9,14,4,10,2011,1,0.47623009224041085
15.5,3,1,6,2014,6,5.0514717908911395
9.5,18,23,6,2013,6,2.2237468826710916
4.5,8,6,7,2010,1,1.1209183345997191
9.7,2,14,5,2009,3,3.667370715646277
8.9,22,7,6,2012,3,3.006669539127393
5.5,21,3,3,2015,1,0.8196463835655875
7.3,9,20,1,2012,4,1.612241292964017
9.0,21,28,10,2014,1,2.090249244825138
13.3,4,12,9,2009,5,3.9674544667335025
5.3,18,13,2,2009,4,1.018165775590388
6.5,0,12,12,2010,6,1.360336333315288
9.7,15,5,4,2009,6,2.7284040331504014
7.0,12,30,9,2014,1,0.9386427155585642
5.3,22,19,2,2012,6,1.76462139306732
6.1,11,12,4,2011,1,0.9887323940470146
7.3,11,13,1,2010,2,1.6955053478623117
10.1,14,3,4,2010,5,3.541184463929326
5.0,11,18,5,2014,6,1.0961371357231577
7.0,4,21,12,2014,6,2.1461054196597997
4.9,9,27,4,2009,0,1.0120791769796942
4.9,15,8,1,2011,5,0.9835566592786786
6.0,23,22,11,2013,4,0.9901908368155635
5.5,14,4,4,2013,3,1.4062546608746775
2.9,1,16,4,2011,5,0.47608559480381085
5.3,17,15,11,2010,0,1.5855656045503694
8.5,19,5,6,2012,1,2.1180818918171926
6.1,1,30,5,2011,0,1.3611963941090932
10.5,22,6,2,2015,4,2.6765689528389025
9.3,15,13,1,2011,3,2.6820938357203787
9.5,19,8,11,2013,4,2.6933604377183435
8.5,0,20,3,2010,5,2.1357057365723198
4.5,16,17,1,2009,5,1.032361358119519
6.1,18,28,1,2011,4,1.4871473555282406
8.1,21,26,10,2010,1,2.7532441116630957
3.3,20,24,12,2009,3,0.7499241618192227
7.0,6,3,3,2013,6,1.5817260010518002
12.9,13,16,7,2012,0,2.913622161913847
7.7,14,20,4,2009,0,1.4485369724995358
6.1,22,6,3,2009,4,1.1823419753473974
3.5,19,20,8,2013,1,0.8146992738453314
16.5,16,26,6,2014,3,3.259934562075047
13.3,20,3,1,2010,6,1.4800482622294535
4.5,5,26,9,2014,4,0.7735300978476695
8.5,6,20,9,2011,1,2.392313793427656
8.9,3,2,4,2009,3,4.056626240884536
7.7,9,8,4,2011,4,1.9893913935053604
10.1,1,14,6,2012,3,5.2534562411512855
5.0,19,23,6,2014,0,1.1365037950351844
15.0,15,7,3,2013,3,5.388646247550626
7.3,15,14,8,2009,4,1.8958313374158051
6.5,21,21,9,2011,2,1.2116399096061075
5.5,3,20,7,2014,6,0.742087311474306
7.7,20,16,3,2009,0,2.3435359273019363
4.9,8,10,3,2009,1,0.9164692814631883
5.0,15,14,6,2013,4,1.1363098681999129
15.0,3,14,5,2015,3,4.654109065075917
11.7,19,27,7,2011,2,4.511164247503615
7.5,10,1,2,2014,5,1.9726150990746607
11.0,14,28,3,2015,5,3.6752767840916287
7.5,22,2,5,2015,5,1.9793950973600603
11.0,16,14,7,2013,6,3.6464670711660996
7.3,13,11,10,2010,0,2.144494838505059
8.9,23,23,10,2010,5,3.467685537917582
7.3,21,3,8,2011,2,2.6886621187729207
5.7,3,20,3,2010,5,1.4508844803046859
8.0,20,6,9,2012,3,2.325948148580445
6.5,23,20,12,2014,5,1.6421722280098654
12.0,12,18,2,2015,2,1.6737991910875123
8.5,13,19,10,2012,4,1.9410906370691015
7.5,9,2,11,2014,6,1.9366194112613095
11.5,20,25,10,2012,3,2.9730686134357525
7.5,14,10,2,2013,6,2.3950138578847984
10.9,9,7,4,2009,1,1.3557275731951035
6.5,8,18,11,2009,2,1.587606468380565
7.7,2,2,10,2011,6,3.339128265910541
9.0,17,24,5,2014,5,2.2078642315443284
8.0,16,1,2,2013,4,1.810608929737564
8.9,23,9,6,2011,3,3.502758871292986
9.5,18,13,1,2013,6,2.31060263642725
8.5,14,8,1,2011,5,3.4328339478487964
6.5,9,14,1,2015,2,1.1368262117012986
6.5,13,6,2,2014,3,0.8194616051242025
7.3,19,28,11,2011,0,1.9227473521893337
11.5,10,31,1,2013,3,1.7743944312509694
12.5,21,2,4,2010,4,5.267024283402114
9.5,18,28,9,2014,6,4.194138249714597
4.5,1,1,2,2015,6,0.5687952807902935
6.0,20,19,2,2014,2,1.253277332031299
4.9,23,27,3,2010,5,0.9032237876665513
10.0,18,4,12,2013,2,1.8946626893251146
6.5,18,12,9,2009,5,1.9201467269393366
8.5,1,27,9,2012,3,2.4823525117793985
10.1,9,19,1,2009,0,3.366694667467571
11.7,20,27,1,2009,1,4.231763171131337
3.7,15,2,5,2011,0,0.5980367288655207
11.0,19,1,2,2013,4,1.9437963216122673
5.5,20,5,10,2013,5,1.4409794455311877
8.5,7,28,6,2010,0,3.3528770732117374
7.7,22,5,2,2012,6,2.0390271095893366
7.7,13,12,8,2012,6,2.481837291670304
8.9,16,11,4,2009,5,2.142151383595092
11.5,12,4,12,2013,2,4.001028167514631
8.5,10,5,12,2012,2,0.8334192632202228
6.1,9,3,6,2011,4,1.3606678478059433
4.5,6,12,11,2011,5,1.1497683951441713
4.5,19,23,4,2009,3,0.8786808056306677
4.9,8,29,1,2010,4,0.9504001407775156
11.3,15,22,11,2010,0,3.1808523484559528
9.7,21,30,7,2011,5,2.651389446960278
5.7,18,15,12,2011,3,0.9255286487329825
10.9,13,12,1,2012,3,3.367444843020744
8.0,14,16,4,2014,2,1.3593711812462228
10.0,20,12,8,2014,1,2.850820495378744
9.7,2,19,2,2012,6,3.1133146397733698
7.5,22,20,12,2013,4,1.9336321123907685
7.7,19,7,6,2010,0,2.5074217420824416
9.7,23,21,1,2011,4,3.1812436107832864
7.7,12,8,5,2010,5,3.3402791676508787
7.7,22,9,5,2011,0,2.4369057159790644
9.5,17,1,7,2014,1,2.653015528577793
5.3,16,22,12,2009,1,0.9161806923400507
4.9,12,13,1,2010,2,1.2899121867014671
12.9,18,16,4,2011,5,4.050288228037505
7.7,21,11,6,2009,3,3.4020290584291213
8.0,6,9,2,2015,0,2.7626781063195693
5.3,20,17,12,2011,5,0.9013768722102558
12.1,20,5,3,2011,5,4.14888786896483
11.0,22,13,2,2009,4,4.609241966209087
4.5,13,21,2,2012,1,1.1200634500599365
5.5,22,17,1,2015,5,1.5472048210883502
11.3,6,5,8,2011,4,5.110355934600601
6.1,13,19,4,2011,1,1.6467548573774375
3.7,13,1,7,2010,3,0.5368117378757764
8.0,8,9,5,2013,3,1.9498052691763947
10.0,12,27,9,2013,4,1.204349040172368
9.7,20,7,7,2010,2,3.3556691254706537
6.1,12,27,4,2010,1,1.3138661571822237
13.5,0,21,6,2014,5,3.9054251509754634
11.5,13,1,2,2013,4,1.8239758969740236
11.5,20,10,12,2014,2,1.3269015174668024
6.0,8,24,10,2013,3,1.002717721994245
11.0,8,26,12,2012,2,3.586239226704332
11.7,13,1,6,2012,4,3.9418895999154477
5.3,1,20,12,2011,1,1.1741004513246178
7.5,23,11,6,2013,1,2.071736798604088
8.9,12,11,4,2009,5,1.4631992509222578
6.9,13,30,9,2010,3,1.6253624832373548
10.5,13,12,1,2010,1,3.549198138574851
14.0,21,26,2,2014,2,2.1312334782687716
10.1,10,9,4,2010,4,2.2870618899397375
4.5,22,5,8,2009,2,1.0699006660339772
7.3,17,21,9,2011,2,1.4472087391624735
4.5,16,31,5,2009,6,1.2327729389158626
10.0,17,13,6,2013,3,3.3196172099824826
5.7,10,6,3,2012,1,0.9249156590352875
8.5,17,28,4,2014,0,1.657945730750058
5.3,19,24,4,2009,4,0.9028952029233764
11.5,13,8,6,2014,6,2.326571643802416
7.3,8,31,3,2010,2,1.1276959197391405
7.5,20,23,10,2014,3,1.1392280412600848
8.5,19,28,9,2012,4,1.4536744044883563
4.9,13,18,8,2009,1,1.0268714425298033
5.7,21,15,12,2009,1,1.502524080863439
4.9,19,26,7,2009,6,0.8271158927178965
4.5,2,16,2,2014,6,0.6702189479910414
8.1,2,16,4,2010,4,3.831902078891938
4.5,20,20,10,2010,2,0.4816302161339165
9.5,21,8,2,2013,4,2.10301009908971
6.9,18,12,1,2010,1,1.5618124983154817
9.7,9,3,2,2011,3,1.7457033108967126
4.1,18,9,2,2010,1,0.9662476774762568
9.3,20,17,4,2012,1,4.846910053974364
5.3,17,6,8,2012,0,1.1942532028134798
8.1,11,9,3,2012,4,2.1010934133159043
7.7,13,4,3,2011,4,2.0492588350664906
6.0,19,13,6,2014,4,0.3545080710010947
15.5,3,13,10,2014,0,5.278870210001849
5.0,12,10,5,2013,4,0.32836456050562746
6.0,13,10,11,2014,0,1.2245288617743892
3.7,16,18,10,2010,0,0.42094555255990135
9.5,13,9,8,2014,5,2.101334224752874
9.5,14,7,6,2014,5,2.091742422214902
5.5,3,2,5,2015,5,1.1859515411763777
4.1,16,28,1,2010,3,0.5276071127759753
14.5,0,26,1,2014,6,2.963317183930344
8.1,15,2,10,2009,4,2.3821000271333017
3.3,16,27,9,2011,1,0.5618472703127808
6.5,9,23,8,2011,1,2.2610943605882725
12.1,20,30,3,2009,0,4.651850312578689
6.5,11,5,11,2013,1,1.5422175332447583
14.0,9,5,4,2013,4,3.1390561643640016
7.3,19,7,11,2009,5,2.5585254332104657
16.0,9,30,1,2014,3,2.8649908081815925
8.1,6,24,9,2010,4,1.6456390741545688
4.5,22,9,5,2015,5,1.0057599078202486
12.1,14,8,11,2009,6,3.5434430856282706
4.9,17,14,10,2010,3,0.6375122034726465
15.7,14,7,9,2009,0,5.697250172719286
4.5,7,13,6,2014,4,0.6600492131662522
9.7,2,29,1,2011,5,3.3465608544027226
5.0,20,6,3,2015,4,0.8551719833106044
4.1,12,20,5,2011,4,0.8917920098754671
13.5,11,16,3,2014,6,4.534814816492212
8.5,14,30,1,2010,5,2.4682390403931014
6.1,19,19,5,2011,3,1.6503946945654286
6.1,23,18,8,2012,5,1.254973553254282
5.7,16,26,4,2009,6,1.1362046639406929
5.3,12,18,12,2009,4,0.9094602872239488
4.9,20,10,1,2011,0,1.1071126194909542
9.3,19,29,6,2009,0,2.221527578415187
8.0,0,7,8,2014,3,1.790193158310868
7.3,9,20,7,2011,2,1.9042978158590693
10.5,14,27,5,2010,3,2.3263583786667845
11.5,14,22,7,2014,1,2.8809267223175836
7.3,15,7,4,2012,5,1.8395836196793545
6.0,7,18,9,2014,3,0.7309901848745473
8.0,13,7,10,2013,0,2.17486155790998
5.5,8,10,3,2015,1,0.7551968905931175
10.5,21,5,9,2011,0,4.34653627913687
17.0,23,17,5,2014,5,2.584495374711359
5.5,22,14,11,2013,3,1.3150411115489715
5.0,2,2,11,2013,5,1.4998557620318826
8.7,16,13,2,2009,4,1.5032196032598104
4.5,12,7,4,2014,0,0.8391288477333804
5.7,13,15,1,2009,3,1.8225616553020854
12.9,9,23,4,2012,0,2.7491895333488503
5.7,14,19,2,2011,5,1.1111618859293437
13.5,14,26,9,2014,4,1.484585949543484
11.0,19,20,11,2013,2,2.323977817423842
4.5,1,1,3,2014,5,0.7267919206626318
16.5,23,22,3,2015,6,2.4037060359602767
5.7,8,29,3,2010,0,1.809396315086991
4.0,8,3,4,2014,3,1.04924159153511
5.3,14,14,10,2009,2,1.145358064325248
10.1,16,22,7,2011,4,1.830057476372514
6.9,11,16,2,2011,2,1.375578539543149
11.3,21,9,12,2011,4,2.950018124480255
9.0,16,5,7,2014,5,2.0739439207867307
10.5,9,16,7,2013,1,2.1047563152554556
4.0,17,5,1,2014,6,0.7308331157288964
6.5,15,26,4,2015,6,1.2727445455465893
10.9,19,18,8,2009,1,4.268880622796903
6.0,15,12,2,2013,1,1.2628956395559148
10.9,13,6,4,2011,2,2.2199160464402996
12.1,16,23,12,2011,4,4.30305017219297
9.3,20,20,8,2009,3,2.4986781856087
